content,events refined
"I swear after Elon became the owner of this app it became do annoying and broken, the app keeps lagging for some reason, I can't change my user or neither my profile picture , THE verifications if I'm not a robot is totally sh!tty and they pop up every second ,like if I didn't verificate myself 2 minutes ago","[The app keeps lagging for some reason][I can't change my username or my profile picture][The verifications if I'm not a robot are totally shitty, I have to verify myself every minute]"
The app was working fine for me but since last two updates photos sent via DM appear as black spots and while scrolling in DM the profile pics get interchanged.,"[Photos sent via DM appear as black spots][While scrolling in DM, the profile pics get interchanged]"
The app keeps locking my account at least once a day with no explanation as to why when I haven't done anything or used the app.,"[I haven't done anything or used the app, it keeps locking my account at least once a day without mentioning the reason]"
It keeps getting worse after a certain someone bought it I try to download the old versions but the app updates by itself (I have auto updates disabled everywhere) and then it's just awful,"[I disabled auto updates, I try to download the old versions, the app updates by itself]"
"I've created an account on X and I was taken to an authentication process, I did that successfully but my account was locked immediately so I was asked to do the authentication process again but It kept on saying my account was locked please what do I do.","[I was taken to an authentication process while creating account, I did that successfully, my account was locked immediately, I had to do the authentication process again, it kept on saying my account was locked]"
"The app just freezes and doesn't update any feed after some while, even if you try refresh ur timeline it still show you the same posts you've seen","[It doesn't update the feed after some time, I try to refresh the timeline, It still shows the same posts again]






"
Videos do not play properly plays 2-3 sec then stops then plays 1-2 second then stops always no fix till now Android 13,"[Videos do not play properly in it, I try to play video, videos play 2-3 seconds then stop]"
x have had a problem with its video player for a while when the hell are they thinking about fixing it !!,[It  has a problem with its video player]
"My app is shutting down again and again itself and it's so annoying also video stops playing in the middle everytime and then I've to shut the app and open it again and again also now i see only ""lets get started"" thing on my timeline please fix this stupid app","[It is shutting down again and again by itself]  [videos stop playing in the middle every time,  I have to close the app and open it again and again]"
Why when I try play old videos of any account the video play is very distorted and video pauses only background sound is playing please rectify this issue otherwise the app is good not awesome because when I try to search something it doesn't show ever search engine is poor otherwise the app is nice I hope they will resolve this issue,"[I try to play old videos of any account, the video play is very distorted,The video pauses and only background sound is playing][When I try to search something, it doesn't show, it's search engine is poor]






"
"Too laggy, keeps crashing when am trying to access my dms, sad to see my favourite app going downhill like this","[The app is too laggy][I try to access my DMs, It keeps crashing]"
My X app being automatically locks oftenly and then I have to compulsory do verification challenge twice that I'm verily human,"[It automatically locks often, I have to compulsory do verify that I'm human]"
I really wish this app was half as stable as it was back when it was Twitter....,[It should be stable like before]
Why does my app suddenly close when I send a message?,"[I try to send a message, it suddenly close]"
Why does it only send me notifications to like and respond but not to retweet like before you All better fix the problem or I'm unstalling the app,"[It used to send me notifications to retweet, now it only sends me notifications to like and respond]"
I can't find my old tweets after one week from the date I post them it's a very sad an app like x can't save at least the people tweets👎🏻,"[I can't find my old tweets after one week from the date I post them, It can't save peoples tweets]"
Spaces' not visible on TL after the latest update.,[Spaces not visible on timeline]
"The name X is so stupid and can make conversation so awkward, when putting X in front of other word like videos.","[I struggle to make conversation, I find it awkward when putting X in front of other words like videos]"
"i cant refresh my homepage after i updated this morning, and so many bugs and error","[I updated this morning, I can't refresh my homepage and encountered so many bugs and errors]"
"the experience is okay but now that it was changed names I hate this stupid app it was called twitter and I will speak for some people but I know down In hearth this app was better before when it was called twitter and not some stupid ""X"" and it was called twitter for generations and I think it should go back","
[I hate this stupid app now, it was changed names, I will speak for some people, I know deep down in my heart this app was better before, it was called twitter for generations, I think it should go back]"
Had to take it off my home screen because it kept saying I had a notification when I didn't.,"[I had to take it off my home screen, it kept saying I had a notification that I didn't]"
"The support section doesn't work so I write here, the list feature is buggy, after I create 2 list and add several members(80), suddenly they stop adding, it's add and immediately remove and says something went wrong","[It's  support section doesn't work][I created 2 lists and add several members (80), It adds but immediately removes them, It says something went wrong]"
"If truly there is freedom of speech on the platform then, I, won't get suspended for Xcing on X..","[I get suspended for Xcing on X, as it hasn't true freedom of speech]"
"I watch YouTube , Instagram , fb videos on high quality no bufferings, But X always buffers even when video is low quality Very very sloww videos in X Pls fix this soon","[I watch YouTube, Instagram, and Facebook videos on high quality with no buffering,  X always buffers with low video quality] [X should be fixed soon as it has very slow videos]"
Just make it bit more compatible to 120hz and font are getting changed to default but phone font work when u clear data of X then after sometime its restored to Default X font.," [I just make it a bit more compatible to 120Hz] [I changed the phone font of X , it's restored to Default X font after clearing the Data]"
Give me email address for unsuspend my x account I am not able to do that your help center page is also not working where I can appeal your appeal page say logout your account then that is not working I tried 100 times in x app and in browser also give me proper way to contact and unsuspend my account it's showing limit reached my accounts limit reached on dec11 and it showed me it will normal after 3 days and 0 hers and my 3 days completed on yesterday so give me direct email id for support,"
[""Give me email address for unsuspend, my X account is not working. I am not able to do that. Your help center page is also not working. In browser, also give me proper way to contact and unsuspend my account. It's showing limit reached; my account's limit reached on December 11th and it showed me it will be normal after 3 days. My 3 days completed yesterday. Give me direct email id for support.""]"
Why does twitter's activity system for each user need to be limited at some point wherein a very close proximity to being banned/locked simultaneously even after resting the account's activity for a while and keeps on doing so.,"[""Twitter's activity system for each user needs to be limited at some point, where in a very close proximity to being banned or locked simultaneously]""]"
Play bad quality videos even when i enable high quality mobile data and Wifi,"[""Even when I enable high-quality mobile data and Wi-Fi, I play bad quality videos.""]"
Can't find spaces when application language is Arabic,"[I can't find spaces, It has set to Arabic language]"
"I enjoy the app overall but ever since I downloaded the latest update I can't send tweets and whenever I ""like"" a post it will disappear.","[I downloaded the latest update of the app, I can't send tweets, everytime I like a post, it will disappear.]"
Consuming to much INTERNET DATA being after latest app updates Requesting team X to look into this Thank you,"[I consume too much INTERNET DATA after updating latest app, I request team X to look into this]"
Videos freezes and fails to play and most of the time videos keeps playing even when I go to another page the app is lagging the search doesn't work properly it doesn't show good results and sometimes the search even fails to show results overall the app is miss behaving and it's frustrating 😤,"[""I fail to play videos, most of the time videos keep playing even when I go to another page."", ""The app is lagging."", ""The search doesn't work properly, it doesn't show good results as well as sometimes even fails to show results."", ""the app is misbehaving and it's frustrating.""]"
It's at is not a very good I have to verify who I am about every six days it takes about a day and a half to verify who I am and then I have to do it again and I have to change my password ridiculous ridiculous ridiculous if I could give it a negative five I would,"[""I have to do it again, I have to change my password, which is ridiculous] [I want to give it a negative five.]"
Twitter space's not showing after update,"[I update the Twitter, Spaces are not showing]"
Doesn't work when my phone is on charge,"[I charge my phone, it doesn't work]"
"App does not load new posts, notifications, or images/audio when my phone is charging.","[I charge my phone, the app doesn't load new posts notifications and inages audio]"
"This was a pretty good app for me to post stuff like when I stream, but something happened, I am not certain this app is the cause of it, but so far I am lead to believe it is, I go ok Twitter, I see a tweet, I press on it to look at the replies, sand then it starts playing some sort of country music and then it wouldn't stop after I closed it, I restarted my phone, I opened it, it started playing again, I deleted it, it kept playing I restarted it, it wasn't playing, I downloaded it, it starts","[""I use this app for posting when I stream""] [""I open a tweet to see the replies, it unexpectedly starts playing country music"", ""I close the app, the music wouldn't stop""] [""I delete and reinstall the app, the issue persisted.""]"
"I have been using twitter for years now and I had the greatest experience, but lately I've encountered this issue that everytime I open the app it take a very long time for the pictures and videos to load, I had q great internet connection here in my house the other apps I have no trouble viewing the vids and pica instantly, but here in twitter it really takes a long time to load why is that?","
 [""I have been using Twitter for years , I open the app, it takes a very long time for pictures and videos to load, I have a strong internet connection at home. This delay does not occur with other apps.""]"
"Theres something with the new update that effected spaces and how if im in a space and i go to another app for more than a minute while im listening to the space twitter automatically throws me out the space, its very frustrating especially when im checking google about something that was said in the space, or i wanna check my phone messages while i listen or i just wanna listen to it as a podcast while i do something else, and i cant leave for more then a minute before im just kicked out","[""I switch to another app for more than a minute in a space, Twitter automatically ejects me from the Space. I try to check Google for something mentioned in the Space or listen to it like a podcast, it kicked me out.""]"
"My Twitter is very, very slow to see replies from other people, especially if it takes too long to view photos after the recent update even though my signal is good, And I can't even open my notifications tab, I can't search for other people's account because it takes too long to load, please fix it","[""Even I have good signals, it takes too long to view photos after the recent update, I can't open my notifications tab""] [""I can't search for other people's accounts, it takes too long to load.""]"
"The app is getting worse..it keeps glitching and shutting down out of nowhere, it keeps asking to authenticate after making even the slightest changes to my profile, some videos keep glitching and speeding up, I haven't been able to change my username for a while now and I've always disliked the fact that if you're scrolling down a follower/following list, click on an account then go back it'll take you back to the top of the list","[""The app  keeps shutting down out of nowhere, it keeps asking to authenticate after making even the slightest changes to my profile"", ""I've always disliked the fact that if you're scrolling down a follower/following list, clicking on an account, then going back, it'll take you back to the top of the list.""]"
"VIDEO PLAYER IS NOT GOOD Bring back the old one, that even if you setting the video to never autoplay at least in the old one when you press the video it play itself, but for this new video player you have to press the play button for it to play, dan the button sometimes doesn't respond well, at least bring back the old one or put that feature in the new one","[""I press the video, it plays itself. For this new video player, I have to press the play button for it to play."", ""The video player is not good. Bring back the old one.""]"
So far my experience has been difficult and I'm still trying to figure out how to use the app I will eventually figure it out though I it is hard to try to figure it out when they want money for everything on the app to talk to get your comments so it actually isn't a app for people that want to just enjoy communication between people because they want money to check your messages or to send a message I think it's messed up that's why I haven't been able to figure it out probably never wil,"[""I try to figure out how to use the app. It's hard when they want money for everything""] [""It's not an app for people who just want to enjoy communication, they want money to check messages or send one.""]"
"Your latest update has twitter all messed up for me - my feed will go straight to the top as everytime i open the app, so now I have to scroll down whenever I need to see tweets I haven't seen before which is really annoying as I preferred it when it would just stay on the part of the feed I left it at and it stays there when I open the app but it no longer does that, it just refreshes to the top.","[""I need to see new tweets, but it's annoying as it used to stay where I left off. The latest update messed up my Twitter, now the feed goes to the top every time I open it.""]"
"it was working well but since the last update it is always crashing and doesnt works when i go to the startsite it always freezes i cant use it now because of this and its like this for almost a week i get the notifications but i cant see them when i want to look at them it also feezes and i have to close it, please do anything about this thank you","[""I update the app, now it's always crashing and doesn't work. I want to start the site, it always freezes""]"
Updates haven't affected me (yet) but my biggest gripe is that it always auto refreshes or goes back to the top of the page after I open a photo/video/media and it's very frustrating when you're looking through hundreds bookmarks or an archive account.,"[""I update the app, now it always auto-refreshes or goes back to the top of the page after I open a photo or video""]"
"The notification system doesn't really work anymore, like I have my notification sounds to the max, but I still need to check my phone every 5 minutes because the sound doesn't work and even then, if I get a notification, it'll be not on the exact time it was posted, this makes it hard for me to listen to the spaces if I'm waiting for a certain one.","[""I have my notification sounds to the max, but I still need to check my phone every 5 minutes, the sound doesn't work. I won't get the notification at the exact time it was posted.""]"
"I cant see my past notifications it keeps loading and never appear also the push notifs are much better than the actual notification on the app instead , every time i open my net i see a lot of twt notif from my phone but when i enter the app and look for the notif bell theres only either 1 or 2 notif that's in there ,,,, please fix this thing","[""I can't see my past notifications; it keeps loading and never appears""] [""I enter the app and look for the notification bell, there's only either 1 or 2 notifications in there""]"
"I'm giving 2 stars because after the update when I'm on twitter scrolling through content it's keeps blacking out and then refreshes itself and in any other time,it's black out and totally exits twitter to phone homescreen,all of these problems started after your update,so until fixed I'll give 2 stars","[""I scroll the Twitter through content after updating it, it keeps blacking out and refreshes itself""]"
"Using this app for more than a year now , everything was going alright and running smoothly but in the latest update when i qiet the app when i am reading trending tweets , after i reopen app the photos there are not get loaded even on the high speed internet which is quite frustrating for me , i ll definitely give five stars if this is ll be fixed","[""I update the latest version of the app, now after reopening the app, the photos there are not getting loaded even on high-speed internet""]"
"Nowadays photos and other media doesn't load and my feed and messages remain blank and it doesn't work even after reopening it many times, mostly it took 3 hours to get back to normal and it's NOT MY NET CONNECTION THAT IS AT THE FAULT, so clearly I am frustrated.","[""I open the app, after that photos and other media don't load and also my feed and messages remain blank. If I reopen it many times, it doesn't work and takes 3 hours to get back to normal""]"
"This is the best messaging app ever, Ever since I updated it,it really malfunctioning, malfunctioning in the essence that once I click on voice note or audio sent to me,the screen will turn- off automatically,it will turn-on only when the audio has finished playing and it will start hanging,the message won't stroll up or down...please look into these","[""I update the app, it's been malfunctioning,""I click on a voice note or audio sent to me, the screen turns off automatically, It turns on only when the audio has finished playing,  then it starts hanging.'] [The message won't scroll up or down""]"
"For past few releases of the android app, no matter stickers of any kind, when selected, the group keeps popping to the top of the selected group everytime any sticker is used in chat from said group (no exception) it's very annoying because most sticker groups are very large and sometimes you want to send stickers that are side by side or nearby Please revert back to the old style where position stays the same after selecting the sticker If other gifs or emotes affected, please fix too","[""It should be reverted back to the old style where position stays the same, after I select the sticker.""]"
"Please make the Appearance as it was before, as it's so irritating that swipe option is not there to go to status area and then back to chat means no left to right swipe vice-versa, moreover the All symbols are in bottom or the app that's too very much uncomfortable, so please we want the old one swipe option and the Symbol on the top 🔝 that's would work better for regular WhatsApp users!"," [""The swipe option is not there to go to the status area and then back to chat""] [""all symbols are at the bottom of the app is very uncomfortable""]"
Previously whatsapp was working smoothly but then all of a sudden the app has been closing itself saying that the app has stopped and this is very frustrating because its a good app for communication but nothing is helping i tried restarting my phone and checking if my phone has a virus and even though it doesnt the app will still not open can you guys please sort this out,"[ I open the WhatsApp, but all of a sudden the app has been closing itself with a notification saying 'The app has been stopped'] "
"I don't know what's the problem happening with the whatsapp, even I am not able to send pictures at all I am facing some bugs in status also..Whatsapp needs to fix this bug as soon as soon possible, because I am facing this problem from almost 1year and even not me everyone would be facing the same problem, so please do checkout the problem.😊 Thankyou❤️","[ I face the bug problem in Whatsapp for almost a year, it should be fixed as soon as possible]"
Horrible Irritating This new update to the stickers and emojis section is atrocious Every single time I scroll down my stickers it resets back to the top If I go all the way down to find a certain sticker and click send it resets back to the top I don't understand why you needed to change the layout It was perfectly fine previously And the same problem occurs in chat when scrolling through While scrolling it randomly jumps 50 to 100 messages up So it's impossible to find where you were,"[""I scroll down, it randomly jumps 50 to 100 messages up"", ""I send a certain sticker, the same problem occurs in chat when scrolling through.""]"
"Keep getting pop up that an authentication code was requested without receiving any code, and I did not change anything in the last three years, and I am not able to respond that this was not me requesting this code, and once I click OK by mistake it sign me out, and I have to sign back in again, this is annoying and frustrating.","[""I keep getting a pop-up that an authentication code was requested without receiving any code, but I was not requesting this code.""] [""I click OK by mistake, it signs me out""]"
"im facing this issue from last year, after every 15 days i have to re install my whatsapp because it stops responding, it crashes automatically i tried many thing like clearing cache, changed phone but still this issue is happening im unable to contact whatsapp as there is no customer support on whatsapp have mailed them.but there is no response from them"," [""My WhatsApp stops responding and crashes automatically, I have to reinstall it after every 15 days.""] [""I'm unable to contact WhatsApp, as it has no customer support""]"
"A recent update of the app has caused issues with the stickers, I tried getting help on the app today 14/3, but I was sent a message that on chat you'll don't address media issues, the issue is when one scrolls down to get to a set of stickers the stickers automatically get back to the start which makes it difficult to get to a certain set of stickers & choose one, surprised this hasn't been noticed & corrected so I thought to inform.i hope this will help to solve the issue.Thanks","[""I scroll down to get to a set of stickers, the stickers automatically go back to the start which makes it difficult to choose a certain set of stickers""]"
Fm and GB wats app is more better then this Can't even Upload videos in High quality in fact there is no option for that as well watching status gets stucks sometimes all Black2 have to clear wats app running in the background n re-enter again they should atleast now strt providing in the Side of the icon status which we can saved any videos easily in our Smartphone our Phone is called Smartphone but this wats app makes it Dumbphone so many things which is not good about this app..,"[""I can't upload videos in high quality, there is no option as well as.'] [""WhatsApp statuses gets stuck and all black, I have to clear it running in the background and re-enter again""]"
The features are very good....but one thing I can't enhance the quality while uploading videos or photos I don't know why but it is.....and one thing I think it's requires more privacy like single tick privacy even if you're online....and web search d.p this feature was amazing but now it doesn't exist in WhatsApp😪why is it so....kindly give it back,"[I want more privacy while uploading photos or videos, it doesn't exist in WhatsApp.]"
All feature are important and excellent but after you last update i notice a problem with calls when i call a person even who is offline but it shows ringing but before an update all was well because when anyone is offline not having data or wifi connection the calling option appears because of that i can understand the person is not receiving my call now and when he come online i see ringing and i understand he is receiving my call kindly fix the huge problem,"[I call a person, it shows ringing even their offline moment.] [In previous update the calling option appears, I can understand the person is not receiving my call.]"
"Not a bad app,secure in many ways..problems are:taking too long to solve bugs and issues when brought forward, can't do alot with the app compared to other mods of whatsapp that I've come across and HAS LIMITED CUSTOMIZATION OPTIONS making the interfaces look just so dull and SOO boring and that's why people opt for the modded forms of the original app..can't you try to keep up with these?!Pull up your socks because you have potential.It'll be better to separate group chats and individual charts","[ I can't do a lot with the app compared to other mods of WhatsApp, I get limited customization options, it makes the interfaces look just so dull and so boring.]"
I migrated to android from ios recently and honestly i hate the experience for whatsapp on the platform expecially file compression the images and videos looks so horrible i hope something might be done to rectify this because android in general looks and functions greatly i would hate to have to migrate also the migration process isn't perfect some messages even after backup they still wont show up,"[I migrated to Android from iOS recently, I hate the file compression experience for WhatsApp on the platform, The images and videos look so horrible.] [I back up some messages, but they still won't show up.]"
"Whenever I send a lot of documents, all the documents gets processed but only some are actually sent and others just show the clock sign and they remain unsend forever, I face this issue very often Pin messages disappear before time Most of the videos in status are not played properly, it shows ""there is error in playing the video"""," [I send a lot of documents, It process all the documents, it doesn't send all the documents, for some documents it shows the clock sign and they remain unsent forever][Pin messages disappear before time][It can not play videos in status properly, It shows ""there is an error in playing the video""]






"
"It was good before,but now it seems like it's not working properly....first of all I will tell about the profile picture,which is very degrading day by day,it's not upto the quality,it seems fade,another problem is,also pictures uploaded in status are also not upto the quality,it's decreasing day by day,so please correct this...."," [It is degrading my profile picture quality day by day]][I upload pictures, it decreases the quality]"
"The option to have a second account is great, but the inactive account keeps sending notifications if you have an unread message (even after disabling notifications for the account and the whole app too), which is very annoying and distracting.","[I added another account, it keeps me sending notifications from inactive account, I don't have any unread messages in that account, I disabled notifications for the account and the whole app too, still it sends me notification]"
"After this update I can't sending any pictures for anyone , so much bugs about switching between accounts ,4 example one of my accounts is the oldest version of this app after three time updates , solving the problems .pls",[I can't send any pictures to anyone][It has bugs about switching between accounts]
Whenever i make a call it doesn't happen it takes me to my homescreen more often and then i call them again at that moment it says they are on another call its the worst system it keeps happening to me a lot of times please fix this,"[ I make a call, it doesn't happen , It takes me to my home screen more often,Then I call them again, it says they are on another call]"
This was my best app until you started telling me to get the official what'sapp yet I downloaded it from Google play store I keep uninstalling it and installing it but it's not working for your information I've never used a fake app I download apps from the official website or Google play store now tell me the real reason why you keep claiming that it's not the official what'sapp,"[I downloaded it from the Google Play Store][I keep uninstalling it and reinstalling it, it's not working]"
Hi I think it's better to reback the feature of when u call to someone to start to show calling if at other side of calling there's no Internet and if there's Internet connection then to show ringing coz it's inform you if the call is also going through to other phone thanks,"[It had a feature to show ""calling"" if the other side has no internet connection otherwise it shows ""ringing"", I want the feature back]"
"this app is good and it's very easy to use than other app that i use for communicate but when i post a status and it's include a pictures or videos, the quality always look so bad even though i download the image/video on a high quality but when i post it on WA status it's still looks blurry","[I download the image/video in high quality, I post a status with the image/videos, The quality always looks so bad][When I post image/video on WhatsApp status, it looks blurry]"
I deleted the app and downloaded it when I was setting it up it keeps going to 99 percent and back and now that its finally set up the app is crashing This hasn't happened before so I don't know what's wrong I will change my review when this is fixed,"[I deleted the app, I downloaded it again, I was setting it up, it keeps going to 99 percent and then resets, Now that it's finally set up, the app is crashing]"
Some of my chats when they read my message is doesn't show the blue tick *I added the person I to my contacts and the person also added me in to her contact * It's good for communicating but some bugs just need to be fixed Update:it's still the same and the new update sucks.,"[someone reads my message, it doesn't show the blue tick]"
"Dear WhatsApp,I only have one problem and that is,why when I always send photo to my WhatsApp status or any hd video which is 1080 quality from YouTube and when I send it to status why the picture or the video is like 144 quality and it even can't be read anymore,can you fix this and I'll be back and give 5 star,thank you","[I send/upload a photo/image in high quality,  It makes the picture or the video like 144 quality, I can't even read it anymore]"
"Good and good after updates, but what annoy me the most is the fact that when we record videos on Android, it doesn't matter if is flagship or mid-range, but when you post on your status it reduces drastically the quality, but on iPhone I doesn't, please correct it for us","[ I record videos on Android, it doesn't matter if is flagship or mid-range, i post on my status, it reduces the quality drastically , it doesn't on iphone]"
After the update I can't just swipe left and right to go from chats to updates or community or calls yet the old version had it what's going on u removed the bar from up to down but the swip thing is not working I have to first click to calls then click again to chats we going back or front, [ I ca n't swipe left and right to go from chats to updates  or community or calls ] 
"It is a nice App but I hope they would add antidelete of messages in it please,,,it would be better if they would have an option where when one sends a message and then deletes it ,,,the receiver on the side can't still see it",[ ]
"I never had an issue before with Whatsapp, they're incredible,..but recently I got banned due to suspected spam activity, I'm frequently using WhatsApp for work so that really make me frustrated, 4 hours later I got notification that my banned has been revoked, but another issue is i can't login using my primary device, said that I'm using unofficial apps, even though I'm always using the official ones, sent email to support team but they can't help me fix this issue"," [ I use WhatsApp frequently for work, I got banned due to suspected activity ] , [ i ca n't login using my primary device  , i sent email to support team, they could not help ]"
"I am facing a great problem.I am facing it for more than a month!whenever I open whatsapp there pops up a message saying that something went wrong with your chat history.If I click on restore then it restores chats.But after a few seconds the same message pops up.Whatspp,please fix this.Many people are facing this problem.You should take a look at this problem.Otherwise many people will loose there important chats.Thank you","[ I open whatsapp, there pops up a message saying that something went wrong with your chat history, i click on restore, it restores chats, it pops the same message again after a few seconds ]"
"Need to include a list feature in update section of status viewers , the app including many part of a individuals life status viewer can separated using list connecting different life , also adding scheduling feature for Channel is also very helpfull after rolling our new features the app has becoming bit lagging which usually disruption to workflows .",[ ]
"Not bad, but y'all gotta fix this issue whenever I upload a status there's a few who works with sound on as it should but a few others doesn't, all the videos has the same quality and voices the issue is in this app fix it as soon as possible","[ I upload a status, some works with sound on,  others doesn't ]"
"recent update when i use earphone(with no mic) on a videocall it keeps using the speakers as the audio output and i have no way of changing it back to my earphones, have to restart the call and not use video call at all.","[ I use earphone on video call, it keeps using speakers as the audio output, i have no way of changing it back to my earphones, i have to restart the call, i cannot video call at all]"
"⛔Must Read⛔ I am using whatsapp since 2018 but i facing some trouble with latest update when i make call to someone it showing me Ringing even my or Receiver's mobile phone has disabled data or wifi not connected any wifi, in simple it show me Ringing even Reciver or me offline but in previous it show me calling and when receiver phone's ringing then show me ringing on my phone Please fix it Whatsapp team Thanks 👍","[  I am using whatsapp since 2018 , i make call to someone, it showing me Ringing even though receiver or me is offline ]"
Effective communication and nice frequent updates but I hate how WhatsApp ruins the quality of my videos and pictures when I post on my status🚮 it has been a problem for ages so I guess we can say they've failed to sort it out,"[I post on my status, WhatsApp ruins the quality of my videos and pictures ]"
I would rate higher for sure but really it isn't worth more its so annoying that I cant add my status from a primary device its really annoying to have to switch to my phone before I can update my status please if you could make it possible and safe and I'll give y'all 5 stars,"[I cant add my status from a primary device , I have to switch to my phone, I can update my status]"
"Latest update,makes the notification auto, after i change it,it changes again it self ro auto,and the chat notification not showed but there's an incoming chat.","[ i updated the app, it makes the notification auto, i change it, it changes again to auto, the chat notification does not show ]"
The major issue on WhatsApp currently is when someone uploads a video on status it automatically reduces the video quality and sometimes it shows so blurry that looks so horrible please fix it ASAP,"[I uploads a video on status, it reduces the video quality, it shows so blurry that looks so horrible ]"
Actually the app is nice but im tired of my app getting blocked every now and then due to either mistakes or misunderstanding and this new update is annoying it makes it hard to press *read more* when viewing a status,"[ I get blocked for mistakes or misunderstanding] [ I updated the app, i wnat to view status, it is hard to press ""read more""]"
"We appreciate the new update but the problem is that the group chats are still mixed with peoples chats,,,we request to update in such a way that group chats have a different column with other chats,,,like in my case am in many groups roughly 30 and when they mix with other people chats it's had to identify someone who has texted me coz I'll have to scroll till i find whom has texted,,,,plizzz updates the chats,groups,updates,community,calls column,,,thanks in advance",[It is hard to identify someone who has texted me because the people chats are mixed with group chats]
I am facing some problem whenever I update my WhatsApp If I do video call then our video blur automatically after some time and Always shows Ringing ( during phone offline)when I do audio call.,"[I update my app, I do video call, the video blurs automatically after some time][I do audio call, it always shows ringing]"
I can't use my front camera on video call and it's really annoying because at first it wasn't showing anything after restarting my phone then it started showing through the back and it wasn't like that before please fix it,"[I open video call, I can't use my front camera, I restart my phone, It was not showing anything and then it started showing through the back camera]"
"In the old version, when making an audio or video call, if the data was off then the (calling) shows and when the data was on then the (ringing) shows, but now whether the data is on or off always showing (ringing).","[I make an audio or video call, It is always showing ringing regardless of whether the data was on or off]"
"Good app,but I don't like the fact that my account is blocked every now and then, I'm a student and we use WhatsApp most times to learn, which means we have to share links and add people to groups....this whole blocking of account is making me loose grades.",[My account is blocked every now and then]
"The new version is not good, when you call you don't know that other person was online or not because directly ringing options, in old version when you call someone if they not online you will get calling options if they online you will get ringing options","[I call, I don't know that other person was online or not]"
hi for the last few days when I was calling someone it's only show ringing whether someone is offline or online it's really confusing so you have to change this feature .,"[I call someone, It only shows ringing regardless of whether someone is offline or online]"
Am giving this app two stars because every time I post any video or any image on my status they look blurry 😤 and I have tried to look for settings of best quality when uploading buh no where to be found 🙃 help me on that pliz,"[I post any video or any image on my status, It makes them blurry, I tried to look for settings of best quality when uploading, It doesn't have that feature' ] "
